OpportunityID,EmailDate,EmailType,Response,ResponseTime,Opened,Clicked,Replied
46,2024-10-18,Outreach,Replied,13.0,True,False,False
46,2024-12-06,Documentation,Replied,,True,True,False
46,2024-09-23,Documentation,No Response,,False,False,True
46,2024-11-20,Follow-up,Clicked,,True,False,False
46,2024-10-22,Contract,Replied,142.0,False,False,True
46,2024-06-25,Proposal,No Response,,False,True,True
46,2024-09-24,Proposal,Clicked,50.0,False,False,True
47,2024-10-02,Proposal,Replied,94.0,False,True,False
47,2024-05-13,Contract,Replied,,False,True,False
47,2024-07-14,Contract,Opened,120.0,False,False,True
47,2024-09-03,Contract,Opened,94.0,True,True,True
47,2024-06-07,Outreach,No Response,14.0,False,True,False
48,2025-05-06,Proposal,Clicked,85.0,False,True,False
48,2025-04-29,Outreach,No Response,,True,True,True
48,2025-04-25,Follow-up,Replied,44.0,False,True,False
48,2025-05-22,Follow-up,No Response,162.0,True,False,False
48,2025-05-10,Proposal,Opened,,False,True,False
48,2025-01-09,Outreach,Opened,22.0,True,False,True
48,2025-01-30,Outreach,Clicked,,False,True,True
48,2025-03-06,Contract,Clicked,79.0,True,False,False
49,2024-11-19,Follow-up,Replied,,True,True,False
49,2024-10-30,Follow-up,Replied,,False,False,True
49,2025-01-12,Proposal,Replied,,False,True,True
49,2025-02-05,Documentation,Clicked,111.0,False,False,True
49,2024-12-05,Contract,Replied,131.0,True,False,True
49,2025-01-06,Proposal,Opened,132.0,True,False,True
49,2025-01-06,Pricing,Replied,,False,True,False
49,2025-03-07,Outreach,Replied,40.0,False,False,False
49,2024-12-04,Contract,Opened,91.0,False,True,False
49,2025-01-26,Follow-up,Opened,,False,False,False
50,2024-09-29,Proposal,Replied,,False,False,False
50,2024-08-08,Follow-up,Opened,,False,False,False
50,2024-12-27,Outreach,Clicked,76.0,True,True,True
50,2025-01-14,Proposal,Opened,79.0,True,False,False
50,2024-11-07,Follow-up,No Response,168.0,True,True,True
50,2024-10-14,Proposal,Opened,60.0,True,False,True
50,2025-01-30,Follow-up,Clicked,,True,False,True
50,2024-10-25,Outreach,No Response,,True,False,False
50,2024-11-24,Contract,Clicked,99.0,True,False,True
50,2024-11-08,Proposal,Replied,,False,True,False
50,2024-12-01,Contract,Opened,155.0,True,True,False
50,2024-10-29,Proposal,Opened,,True,True,True
50,2024-12-03,Follow-up,Opened,77.0,False,True,False
50,2024-11-04,Contract,Clicked,,True,False,False
50,2024-11-05,Contract,No Response,66.0,False,True,True
50,2024-11-07,Contract,Opened,,True,False,True
50,2025-01-12,Documentation,Opened,81.0,True,False,False
50,2024-07-31,Documentation,No Response,,True,False,False
50,2024-10-03,Contract,Opened,,False,False,False
50,2024-12-12,Proposal,Opened,108.0,False,True,True
51,2025-01-27,Contract,Replied,131.0,False,False,True
51,2025-02-28,Proposal,Opened,125.0,False,False,True
51,2025-04-04,Contract,Replied,,False,False,False
51,2024-11-08,Pricing,Replied,75.0,False,False,True
51,2025-02-24,Proposal,Replied,152.0,True,False,True
52,2025-02-20,Follow-up,Opened,32.0,True,False,False
52,2025-02-27,Proposal,No Response,134.0,False,True,True
52,2025-03-12,Proposal,Opened,155.0,True,False,True
52,2025-03-15,Contract,Replied,,False,True,True
52,2025-02-22,Contract,Opened,,True,True,False
52,2025-03-06,Pricing,Clicked,95.0,False,True,False
52,2025-02-27,Contract,Clicked,,True,False,True
52,2025-06-10,Proposal,Replied,104.0,True,True,False
52,2025-06-05,Follow-up,Replied,,False,False,True
52,2025-02-13,Follow-up,Opened,,True,True,False
52,2025-06-23,Contract,No Response,,False,False,False
52,2025-05-10,Outreach,Replied,,False,False,False
52,2025-01-26,Documentation,No Response,136.0,True,False,False
52,2025-04-01,Outreach,Opened,,False,True,True
52,2025-05-03,Proposal,Replied,,False,False,False
52,2024-12-26,Follow-up,Clicked,,False,False,True
52,2025-03-01,Pricing,No Response,96.0,True,False,True
53,2024-12-16,Follow-up,Clicked,146.0,False,True,True
53,2025-03-13,Documentation,No Response,,True,False,False
53,2024-11-26,Proposal,Opened,,False,True,False
53,2025-01-10,Documentation,Replied,,True,True,False
53,2024-11-18,Outreach,Replied,,True,True,False
53,2025-02-01,Contract,No Response,,False,True,True
53,2025-02-11,Follow-up,Clicked,153.0,False,True,False
53,2025-02-09,Follow-up,Clicked,,True,False,True
54,2025-04-12,Pricing,Clicked,117.0,False,True,True
54,2025-03-22,Contract,Clicked,,True,False,True
54,2024-11-29,Follow-up,No Response,,True,False,True
54,2025-01-06,Documentation,Opened,,True,True,False
54,2025-05-25,Outreach,Opened,104.0,False,False,True
54,2025-03-08,Proposal,Opened,112.0,False,True,False
54,2025-03-03,Contract,Opened,,False,False,False
54,2024-12-23,Outreach,Clicked,,True,True,False
54,2025-03-07,Contract,Replied,62.0,False,True,False
54,2024-12-16,Proposal,Opened,,False,True,False
54,2025-02-17,Proposal,No Response,,False,False,False
54,2025-04-23,Outreach,Clicked,133.0,False,True,True
54,2025-02-24,Pricing,Replied,,False,True,False
54,2025-03-23,Contract,No Response,,True,True,True
54,2025-04-26,Proposal,No Response,,True,True,True
54,2025-04-20,Proposal,Clicked,66.0,False,False,False
54,2025-04-29,Follow-up,Replied,150.0,False,False,False
55,2025-03-04,Follow-up,No Response,123.0,False,True,True
55,2024-12-16,Follow-up,Replied,57.0,True,False,True
55,2025-03-05,Follow-up,Replied,,False,True,True
55,2025-03-28,Follow-up,Replied,102.0,True,False,True
55,2024-11-28,Pricing,Opened,114.0,True,True,False
55,2025-03-28,Follow-up,Clicked,116.0,True,True,False
55,2025-02-08,Proposal,Opened,16.0,True,False,True
55,2024-11-12,Follow-up,Clicked,,False,True,True
55,2024-12-10,Contract,Opened,122.0,True,False,True
55,2025-01-19,Follow-up,Opened,153.0,False,False,True
55,2025-02-15,Documentation,Opened,,True,False,True
55,2024-11-23,Documentation,Replied,,True,False,False
55,2025-01-29,Proposal,Replied,,True,False,False
55,2025-03-12,Pricing,Replied,,True,True,False
55,2024-09-21,Proposal,No Response,,True,True,True
55,2025-01-08,Contract,Replied,113.0,False,True,True
55,2024-10-17,Follow-up,Clicked,,False,False,False
55,2024-10-16,Contract,Replied,146.0,True,False,True
55,2024-11-08,Documentation,Clicked,156.0,True,False,False
55,2025-03-06,Pricing,No Response,,True,False,False
56,2024-08-06,Follow-up,Replied,,False,False,False
56,2024-07-21,Documentation,No Response,,True,False,True
56,2024-08-16,Proposal,Clicked,,False,True,True
56,2024-06-26,Contract,Replied,,False,True,False
56,2024-08-21,Documentation,Replied,55.0,False,False,True
56,2024-05-23,Follow-up,Clicked,,False,False,True
56,2024-10-19,Documentation,No Response,71.0,False,True,True
56,2024-05-18,Contract,Replied,,False,False,False
56,2024-06-01,Documentation,Clicked,83.0,False,True,True
56,2024-10-01,Proposal,Clicked,112.0,True,False,False
56,2024-09-23,Pricing,Replied,35.0,True,False,False
56,2024-08-26,Contract,Clicked,82.0,False,True,False
56,2024-08-04,Proposal,Clicked,,False,True,True
56,2024-06-03,Contract,No Response,,False,False,True
57,2024-08-20,Proposal,Opened,,True,False,False
57,2024-06-22,Pricing,Replied,19.0,True,True,True
57,2024-08-20,Outreach,No Response,18.0,False,False,False
57,2024-08-04,Contract,Clicked,,True,True,False
57,2024-08-05,Pricing,No Response,102.0,False,True,False
57,2024-04-15,Outreach,Clicked,,False,True,False
58,2024-12-06,Contract,Replied,,True,False,True
58,2024-08-27,Follow-up,Clicked,,True,True,True
58,2024-11-23,Pricing,Opened,138.0,False,True,False
58,2024-09-28,Follow-up,Clicked,77.0,True,False,False
58,2024-09-07,Follow-up,Replied,35.0,False,True,False
58,2024-07-16,Documentation,Clicked,,True,False,False
58,2024-10-20,Follow-up,Clicked,,True,True,True
58,2024-11-16,Pricing,Opened,53.0,True,False,False
58,2024-09-29,Documentation,Clicked,23.0,False,False,False
58,2024-11-17,Outreach,No Response,1.0,False,False,False
58,2024-08-04,Proposal,Replied,,True,False,False
58,2024-09-06,Contract,Opened,,False,True,False
59,2024-11-09,Follow-up,Clicked,144.0,True,True,True
59,2024-12-03,Contract,No Response,15.0,True,False,False
59,2025-04-05,Documentation,Clicked,,True,True,True
59,2025-05-06,Contract,Clicked,,True,True,True
59,2025-03-05,Follow-up,Replied,,False,False,False
59,2024-11-05,Outreach,Replied,120.0,True,True,False
59,2024-11-09,Pricing,No Response,40.0,True,True,False
59,2024-12-25,Outreach,No Response,28.0,False,False,False
59,2025-03-15,Documentation,Clicked,79.0,False,False,False
59,2024-11-30,Proposal,Replied,122.0,False,True,True
59,2024-12-24,Pricing,Clicked,57.0,True,True,False
59,2025-01-09,Pricing,Opened,57.0,False,True,False
59,2025-01-21,Contract,No Response,,True,False,False
59,2025-02-01,Contract,Clicked,98.0,True,True,True
59,2024-11-01,Follow-up,Opened,41.0,False,False,True
60,2024-11-17,Proposal,Clicked,,False,True,False
60,2024-12-23,Proposal,No Response,71.0,False,False,True
60,2024-09-20,Proposal,No Response,,True,False,False
60,2024-08-02,Proposal,No Response,139.0,True,True,True
60,2024-11-11,Outreach,Opened,,True,False,False
60,2024-11-09,Documentation,Opened,101.0,True,True,True
60,2024-07-21,Follow-up,Replied,144.0,True,False,True
60,2025-01-10,Pricing,Clicked,,True,True,True
60,2024-12-26,Contract,Clicked,138.0,False,True,False
60,2024-07-29,Documentation,Replied,,False,False,False
60,2024-10-07,Follow-up,Replied,19.0,False,False,True
60,2025-01-20,Pricing,Opened,105.0,True,True,False
60,2024-08-27,Follow-up,No Response,165.0,False,False,True
60,2024-09-18,Proposal,Opened,70.0,True,False,True
60,2025-01-18,Contract,Clicked,113.0,True,False,False
60,2024-07-19,Contract,Opened,,True,False,True
60,2025-01-02,Documentation,Replied,138.0,False,True,True
60,2025-01-17,Proposal,Replied,97.0,False,True,False
60,2024-11-03,Pricing,Clicked,,False,True,True
60,2024-08-08,Contract,Replied,126.0,False,False,True
61,2024-06-24,Contract,Replied,,False,False,False
61,2024-07-14,Outreach,Opened,124.0,True,False,True
61,2024-09-12,Documentation,Replied,124.0,False,False,True
61,2024-09-15,Outreach,Opened,30.0,True,False,False
61,2024-07-23,Contract,Opened,,False,False,True
61,2024-07-25,Contract,No Response,55.0,True,True,False
61,2024-05-09,Proposal,No Response,116.0,False,False,False
61,2024-07-13,Follow-up,Replied,,True,False,False
62,2024-12-10,Follow-up,Replied,,False,True,False
62,2024-11-21,Proposal,Replied,81.0,False,True,True
62,2025-04-11,Documentation,Replied,,True,False,True
62,2025-01-05,Contract,No Response,,False,False,False
62,2024-12-09,Follow-up,Replied,28.0,True,False,False
62,2025-03-22,Pricing,Clicked,,True,True,True
62,2024-11-22,Contract,No Response,,True,False,False
62,2025-02-08,Follow-up,No Response,75.0,True,False,True
62,2025-02-20,Outreach,Clicked,70.0,True,False,True
62,2025-04-25,Follow-up,Clicked,112.0,True,True,True
62,2025-01-13,Follow-up,Opened,,False,False,True
62,2025-02-12,Follow-up,No Response,,False,False,False
62,2025-02-17,Proposal,Replied,81.0,False,True,True
63,2025-04-26,Follow-up,Clicked,129.0,False,False,True
63,2025-04-01,Follow-up,Replied,119.0,False,True,False
63,2025-04-05,Documentation,No Response,,True,True,True
63,2025-03-21,Documentation,Opened,,False,True,True
63,2025-04-21,Proposal,Opened,,False,True,False
63,2025-02-16,Contract,Clicked,,True,False,False
63,2025-03-15,Contract,Replied,,True,False,True
63,2025-03-16,Contract,Replied,156.0,True,False,True
63,2024-11-16,Pricing,Opened,,True,True,True
63,2025-03-31,Follow-up,Clicked,166.0,False,True,False
63,2024-11-20,Outreach,No Response,,False,False,False
63,2024-12-03,Proposal,Clicked,79.0,False,True,False
63,2025-01-01,Documentation,Opened,66.0,False,True,True
63,2025-01-26,Contract,Opened,,False,True,False
63,2024-11-03,Pricing,Opened,95.0,True,True,True
64,2024-04-09,Proposal,No Response,,True,False,True
64,2024-05-22,Follow-up,No Response,137.0,True,False,True
64,2024-09-29,Follow-up,Replied,112.0,True,True,False
64,2024-04-15,Pricing,Opened,79.0,False,True,False
64,2024-09-29,Follow-up,Clicked,127.0,True,True,False
65,2025-02-23,Pricing,No Response,,True,True,False
65,2024-11-10,Proposal,Clicked,125.0,True,False,True
65,2024-12-08,Outreach,No Response,133.0,True,False,False
65,2025-01-25,Contract,Clicked,,False,True,False
65,2024-10-28,Proposal,No Response,,False,False,True
65,2025-01-11,Outreach,No Response,82.0,False,False,False
65,2025-01-13,Proposal,Opened,48.0,True,False,True
65,2025-02-19,Proposal,Opened,12.0,False,False,True
65,2024-12-07,Pricing,Opened,,True,False,True
65,2024-11-01,Outreach,No Response,56.0,False,True,True
65,2025-01-12,Follow-up,Opened,97.0,True,True,False
65,2024-09-09,Follow-up,Replied,99.0,True,False,False
65,2024-09-19,Follow-up,Clicked,159.0,False,False,False
65,2024-10-30,Contract,Replied,,True,False,False
65,2024-12-13,Proposal,Clicked,,False,True,False
65,2024-09-18,Contract,No Response,57.0,True,True,True
65,2024-10-18,Documentation,Opened,137.0,False,True,False
65,2025-03-01,Contract,No Response,,False,False,False
65,2024-10-05,Outreach,No Response,22.0,False,True,True
66,2024-09-19,Documentation,Opened,58.0,True,False,True
66,2024-06-12,Contract,Opened,111.0,False,False,True
66,2024-09-12,Pricing,Opened,53.0,False,True,True
66,2024-06-30,Proposal,Replied,89.0,False,True,True
66,2024-08-30,Documentation,Clicked,,True,True,True
66,2024-10-29,Follow-up,Replied,,True,False,True
67,2025-04-21,Pricing,Replied,36.0,False,True,True
67,2025-05-12,Outreach,No Response,158.0,True,False,False
67,2024-11-27,Follow-up,Opened,1.0,False,True,True
67,2025-02-25,Pricing,Opened,160.0,True,True,True
67,2025-05-03,Documentation,No Response,,False,False,True
67,2025-05-11,Documentation,Replied,,False,False,True
67,2025-03-14,Pricing,Replied,36.0,False,True,False
67,2025-01-22,Follow-up,Replied,110.0,False,True,True
67,2025-03-15,Documentation,Clicked,,True,False,True
67,2025-03-01,Documentation,No Response,,False,False,False
67,2025-03-16,Proposal,Replied,,False,True,True
67,2025-01-19,Follow-up,Clicked,168.0,False,False,False
68,2025-07-29,Proposal,Clicked,,True,False,True
68,2025-07-03,Contract,No Response,,False,True,True
68,2025-04-11,Proposal,Clicked,,False,True,False
68,2025-02-21,Contract,Clicked,,True,False,True
68,2025-07-29,Documentation,Clicked,105.0,False,False,True
68,2025-08-23,Follow-up,No Response,,True,True,True
68,2025-03-08,Outreach,Opened,84.0,True,False,False
68,2025-04-07,Contract,Clicked,78.0,True,False,False
68,2025-07-14,Documentation,No Response,,True,False,False
68,2025-03-12,Pricing,Clicked,41.0,False,True,False
68,2025-03-27,Pricing,No Response,,True,True,True
68,2025-06-08,Outreach,Opened,97.0,False,False,False
68,2025-03-30,Outreach,Replied,,True,False,True
68,2025-06-20,Contract,Replied,,True,False,True
68,2025-04-01,Follow-up,Replied,,True,True,True
68,2025-07-27,Proposal,Replied,90.0,False,True,False
69,2024-07-24,Proposal,Clicked,,True,False,False
69,2024-06-03,Outreach,Clicked,,False,False,False
69,2024-07-17,Outreach,Replied,,True,False,True
69,2024-05-25,Pricing,Opened,77.0,False,True,False
69,2024-07-28,Documentation,Opened,,False,False,False
69,2024-08-31,Documentation,No Response,,True,False,False
69,2024-09-10,Follow-up,No Response,,False,True,False
69,2024-10-10,Outreach,Replied,5.0,True,True,True
69,2024-05-11,Follow-up,Replied,39.0,True,True,True
69,2024-04-24,Contract,Opened,,True,True,False
70,2024-09-17,Outreach,Opened,35.0,True,True,True
70,2024-04-23,Contract,Opened,110.0,True,True,True
70,2024-09-30,Outreach,No Response,,True,False,True
70,2024-09-28,Documentation,Clicked,,False,True,False
70,2024-05-17,Pricing,Opened,45.0,True,False,True
70,2024-08-16,Pricing,Clicked,19.0,True,True,False
70,2024-05-28,Follow-up,No Response,,False,False,True
70,2024-07-18,Proposal,Replied,135.0,True,False,False
70,2024-05-11,Outreach,Opened,126.0,False,True,False
70,2024-04-20,Contract,No Response,22.0,False,False,True
70,2024-08-23,Proposal,Replied,,False,False,False
70,2024-08-05,Proposal,No Response,,True,True,True
70,2024-04-10,Contract,Replied,,False,False,False
70,2024-07-12,Documentation,No Response,,True,True,False
70,2024-07-16,Outreach,Clicked,,False,True,False
71,2024-11-20,Documentation,Clicked,151.0,True,True,True
71,2024-11-21,Documentation,No Response,69.0,False,True,True
71,2025-03-24,Documentation,Clicked,,False,True,True
71,2025-03-21,Pricing,No Response,,False,True,False
71,2025-05-06,Outreach,Replied,17.0,False,False,False
71,2024-12-23,Follow-up,No Response,106.0,False,True,False
71,2025-04-27,Follow-up,Replied,,False,True,True
71,2025-04-01,Proposal,Replied,,True,False,False
71,2024-12-03,Outreach,No Response,,False,True,True
71,2025-02-08,Contract,Clicked,,False,False,False
71,2025-04-13,Proposal,Clicked,82.0,True,True,True
71,2025-03-22,Pricing,No Response,80.0,True,False,True
71,2025-04-25,Proposal,Opened,,False,False,True
71,2025-03-12,Documentation,Clicked,,True,False,True
71,2025-03-18,Follow-up,Clicked,83.0,False,False,True
71,2025-01-25,Proposal,No Response,,True,True,True
72,2025-01-05,Outreach,Clicked,,True,False,False
72,2024-12-28,Outreach,Replied,,True,True,False
72,2024-07-08,Outreach,No Response,94.0,False,True,False
72,2024-12-09,Documentation,Clicked,,False,True,False
72,2024-10-26,Proposal,Clicked,,False,True,True
72,2024-09-22,Outreach,Opened,83.0,False,False,True
72,2024-09-20,Contract,No Response,160.0,False,False,False
72,2024-08-16,Proposal,Opened,,False,True,True
72,2025-01-03,Contract,Clicked,,True,True,True
72,2024-08-09,Outreach,Clicked,23.0,False,False,False
72,2024-07-22,Documentation,Replied,126.0,False,True,False
72,2024-12-13,Documentation,Clicked,53.0,False,True,True
72,2024-09-06,Follow-up,Clicked,165.0,True,True,True
72,2024-11-01,Outreach,Opened,59.0,True,True,False
73,2025-02-02,Contract,No Response,130.0,False,False,True
73,2025-04-15,Contract,No Response,10.0,True,True,True
73,2024-12-23,Pricing,No Response,89.0,True,False,True
73,2025-02-04,Follow-up,Clicked,160.0,False,False,False
73,2025-03-05,Documentation,Clicked,155.0,False,False,True
73,2025-01-17,Proposal,No Response,166.0,False,False,True
73,2025-02-17,Pricing,No Response,47.0,True,True,False
73,2024-11-22,Contract,Clicked,145.0,False,True,False
73,2025-01-26,Documentation,Opened,145.0,False,True,True
73,2025-01-13,Outreach,Clicked,85.0,True,False,False
73,2025-04-28,Proposal,No Response,,True,False,False
73,2025-03-18,Pricing,Replied,19.0,True,True,True
73,2025-04-02,Outreach,Opened,,True,False,False
73,2025-01-31,Contract,Clicked,13.0,False,True,True
73,2025-02-11,Contract,Replied,71.0,False,True,False
74,2024-07-01,Proposal,Clicked,,False,True,True
74,2024-11-10,Contract,Opened,,True,True,True
74,2024-06-23,Contract,Clicked,,False,False,True
74,2024-11-27,Pricing,No Response,39.0,True,True,False
74,2024-11-21,Documentation,Opened,127.0,False,False,False
74,2024-07-15,Outreach,Opened,71.0,False,False,True
75,2024-12-23,Contract,Replied,60.0,False,True,True
75,2025-05-10,Documentation,No Response,12.0,False,False,True
75,2025-05-19,Proposal,No Response,,True,False,False
75,2025-06-20,Pricing,Clicked,,False,False,True
75,2025-05-14,Documentation,Replied,,False,False,True
75,2025-06-07,Documentation,No Response,,False,True,False
75,2025-01-21,Proposal,Replied,,False,True,True
75,2025-03-14,Pricing,Clicked,,True,True,True
75,2025-06-12,Documentation,Opened,,True,True,True
75,2025-05-13,Outreach,Replied,58.0,False,False,True
75,2025-03-10,Contract,Replied,,False,True,False
75,2025-03-31,Contract,Opened,163.0,False,True,True
75,2025-06-18,Outreach,Opened,,True,True,False
76,2024-10-17,Proposal,Clicked,48.0,True,True,True
76,2024-09-19,Outreach,Clicked,18.0,True,False,False
76,2024-08-05,Documentation,Replied,,True,False,False
76,2024-10-13,Proposal,Clicked,,False,False,True
76,2024-12-26,Documentation,Opened,,False,False,True
76,2024-09-09,Contract,No Response,,True,False,False
76,2024-12-28,Documentation,Opened,,True,False,True
76,2024-11-04,Proposal,Opened,62.0,True,False,False
76,2024-09-30,Follow-up,No Response,82.0,False,False,True
76,2024-12-10,Documentation,Opened,32.0,True,False,True
76,2024-11-11,Follow-up,No Response,,False,True,False
76,2024-12-02,Outreach,No Response,115.0,False,True,True
77,2024-12-17,Proposal,No Response,39.0,True,True,False
77,2024-11-18,Follow-up,Opened,,True,False,True
77,2024-10-02,Follow-up,Clicked,,False,True,False
77,2025-01-12,Outreach,Opened,35.0,True,True,False
77,2024-11-21,Proposal,No Response,134.0,False,True,False
77,2024-11-15,Outreach,Replied,,False,True,True
77,2024-08-08,Proposal,Replied,,False,True,True
77,2024-08-16,Outreach,Clicked,146.0,True,True,False
77,2025-01-01,Pricing,Replied,,False,True,True
77,2024-12-13,Documentation,Opened,59.0,True,True,False
77,2024-08-20,Contract,No Response,95.0,True,True,True
77,2024-11-28,Contract,Replied,77.0,True,False,True
77,2024-11-16,Follow-up,Clicked,,False,False,True
77,2024-08-11,Follow-up,No Response,37.0,True,True,True
78,2025-03-13,Outreach,Clicked,160.0,False,False,True
78,2025-01-08,Documentation,Opened,,True,False,False
78,2024-11-09,Follow-up,Replied,,False,True,True
78,2025-03-04,Pricing,No Response,61.0,False,False,True
78,2025-02-20,Pricing,Opened,,True,True,True
78,2025-04-15,Outreach,Replied,,False,False,False
78,2025-04-17,Proposal,Replied,,False,False,False
78,2025-02-08,Contract,Clicked,,False,True,False
78,2025-01-28,Pricing,Opened,,False,False,False
78,2025-04-03,Pricing,Clicked,,False,True,True
78,2025-01-30,Proposal,Clicked,,False,False,False
78,2025-04-04,Documentation,Clicked,75.0,True,False,False
78,2024-12-24,Documentation,Clicked,74.0,True,True,False
78,2024-12-18,Contract,No Response,,True,False,False
78,2025-05-04,Proposal,No Response,,True,False,True
78,2025-01-05,Outreach,No Response,,True,True,True
78,2025-01-06,Documentation,No Response,,False,True,False
78,2024-11-15,Documentation,No Response,121.0,False,False,False
78,2024-12-02,Follow-up,Clicked,92.0,True,True,True
78,2025-01-12,Outreach,Replied,24.0,False,True,True
79,2024-04-16,Outreach,Replied,,False,False,True
79,2024-06-12,Follow-up,Replied,,True,True,True
79,2024-09-02,Pricing,Replied,43.0,False,True,True
79,2024-05-25,Outreach,Replied,,True,True,True
79,2024-07-27,Follow-up,Clicked,,True,True,True
79,2024-06-24,Outreach,Opened,78.0,False,False,False
80,2025-02-01,Outreach,Opened,,False,False,True
80,2025-06-11,Documentation,No Response,138.0,False,True,False
80,2025-03-25,Pricing,Replied,,True,False,False
80,2025-03-27,Pricing,Clicked,,True,True,False
80,2025-01-16,Documentation,Clicked,80.0,False,False,False
80,2025-02-05,Contract,Replied,97.0,False,True,True
80,2025-05-18,Contract,Opened,,True,False,False
80,2025-03-06,Documentation,Opened,,False,False,False
80,2024-12-26,Documentation,Replied,,True,False,False
80,2025-02-08,Documentation,Clicked,56.0,True,True,False
80,2025-03-07,Outreach,Clicked,40.0,True,True,False
81,2025-06-08,Proposal,No Response,75.0,True,False,False
81,2025-03-13,Follow-up,No Response,,True,True,True
81,2025-02-17,Pricing,Opened,73.0,False,False,True
81,2025-03-26,Outreach,Clicked,17.0,True,False,True
81,2025-06-10,Outreach,No Response,,True,True,True
81,2025-03-28,Outreach,Replied,69.0,True,True,False
81,2025-02-28,Follow-up,Opened,,True,True,True
82,2025-08-17,Proposal,No Response,116.0,True,True,True
82,2025-05-04,Contract,Opened,96.0,True,True,False
82,2025-07-19,Pricing,No Response,,False,False,False
82,2025-08-26,Pricing,No Response,,False,True,False
82,2025-04-25,Outreach,Clicked,153.0,False,False,True
82,2025-08-25,Documentation,No Response,,False,False,True
82,2025-06-12,Documentation,Clicked,55.0,False,True,False
82,2025-08-22,Contract,Clicked,,False,True,True
82,2025-03-28,Follow-up,No Response,,False,False,False
82,2025-09-22,Documentation,Replied,118.0,True,False,True
82,2025-05-25,Follow-up,Opened,,False,True,False
82,2025-07-21,Documentation,No Response,153.0,False,False,False
82,2025-04-03,Documentation,Opened,,False,True,False
82,2025-07-31,Follow-up,Opened,37.0,False,True,True
82,2025-08-01,Follow-up,Replied,114.0,False,False,False
82,2025-06-20,Pricing,Replied,,False,True,True
83,2024-09-27,Documentation,Opened,39.0,False,False,False
83,2024-11-29,Contract,Replied,36.0,True,True,False
83,2024-08-04,Documentation,Clicked,11.0,False,True,True
83,2024-07-14,Documentation,Clicked,,True,False,False
83,2024-07-18,Outreach,Opened,9.0,False,False,True
83,2024-07-21,Documentation,Clicked,,True,True,False
83,2024-08-21,Pricing,Replied,,False,False,False
83,2024-10-07,Follow-up,Replied,57.0,True,False,False
83,2024-08-03,Proposal,Replied,,False,True,False
83,2024-07-30,Outreach,Clicked,56.0,True,False,True
83,2024-06-20,Contract,Replied,,False,False,False
83,2024-08-10,Outreach,Clicked,159.0,False,True,False
83,2024-06-09,Documentation,No Response,,True,False,False
83,2024-06-02,Proposal,Replied,78.0,True,False,False
83,2024-09-04,Pricing,Clicked,,False,True,False
83,2024-07-27,Pricing,Clicked,,True,False,False
83,2024-06-16,Outreach,Opened,2.0,True,False,False
83,2024-06-18,Contract,Clicked,0.0,False,True,True
83,2024-06-29,Proposal,Replied,,True,True,True
84,2024-10-07,Outreach,Opened,10.0,True,True,True
84,2024-10-23,Documentation,Opened,,False,True,False
84,2024-08-19,Outreach,No Response,,True,True,False
84,2024-12-17,Follow-up,Replied,100.0,False,True,False
84,2024-11-07,Proposal,Replied,,False,False,True
84,2024-10-02,Contract,Replied,61.0,False,True,True
84,2024-07-24,Outreach,Opened,37.0,True,False,True
84,2024-08-22,Contract,Opened,,False,False,True
84,2025-01-14,Documentation,No Response,,True,False,True
84,2024-11-13,Contract,Opened,,True,False,True
84,2024-10-11,Outreach,Opened,64.0,False,True,False
84,2024-11-10,Contract,No Response,,False,True,False
84,2025-01-21,Contract,No Response,,True,True,True
84,2024-09-17,Documentation,Opened,,False,True,True
85,2025-01-06,Pricing,No Response,,True,True,False
85,2024-11-15,Outreach,Replied,,False,False,True
85,2024-12-02,Documentation,Clicked,37.0,False,False,False
85,2025-03-21,Pricing,Clicked,,True,False,False
85,2025-03-23,Documentation,Opened,,False,True,False
85,2025-04-05,Contract,Opened,,False,False,True
85,2025-01-25,Pricing,Clicked,,False,False,True
85,2025-01-03,Contract,Replied,,False,True,True
85,2024-11-16,Follow-up,No Response,101.0,True,False,True
86,2025-04-28,Pricing,No Response,128.0,False,True,False
86,2025-07-15,Follow-up,Replied,60.0,False,False,True
86,2025-07-06,Contract,Clicked,109.0,True,False,True
86,2025-06-19,Outreach,Opened,66.0,True,False,False
86,2025-06-03,Follow-up,No Response,41.0,False,True,False
86,2025-05-07,Pricing,Opened,39.0,True,True,True
86,2025-03-05,Proposal,Clicked,115.0,False,True,False
87,2025-02-17,Contract,Replied,91.0,True,False,True
87,2025-01-24,Follow-up,Replied,158.0,True,True,True
87,2024-11-23,Proposal,Clicked,122.0,False,True,False
87,2025-01-24,Documentation,Opened,,True,True,True
87,2025-03-24,Contract,No Response,58.0,False,False,False
87,2025-01-07,Contract,Replied,10.0,True,False,True
87,2024-10-17,Pricing,Replied,95.0,False,False,True
87,2025-01-05,Documentation,Opened,24.0,True,True,False
88,2025-08-05,Pricing,Replied,159.0,True,False,True
88,2025-06-04,Pricing,No Response,,True,True,True
88,2025-06-01,Contract,Clicked,,False,True,False
88,2025-06-12,Documentation,Opened,,True,False,False
88,2025-09-22,Proposal,No Response,6.0,False,False,True
88,2025-09-15,Outreach,Clicked,92.0,True,True,False
88,2025-06-10,Proposal,Opened,147.0,True,True,True
88,2025-03-29,Proposal,Replied,140.0,False,False,True
88,2025-06-28,Outreach,Replied,,True,False,False
88,2025-09-22,Outreach,Clicked,24.0,True,True,False
